fecha,tipo,gravedad,lat,lon,comuna,victimas,fuente
2025-11-19 13:24:50,Caída,1,6.167549,-75.605871,Centro,0,Medata
2025-10-03 17:28:30,Volcamiento,1,6.314548,-75.534701,El Poblado,0,Medata
2025-06-03 17:02:50,Atropello,1,6.23923,-75.619369,Comuna 4,0,Observatorio
2026-01-31 18:52:46,Atropello,1,6.267489,-75.544127,Comuna 2,0,DatosAbiertos
2026-01-20 03:22:02,Atropello,3,6.209386,-75.599141,Centro,2,DatosAbiertos
2026-01-21 20:27:35,Volcamiento,3,6.343647,-75.583403,El Poblado,1,DatosAbiertos
2026-04-11 18:17:30,Choque,1,6.272455,-75.535091,Laureles,0,Medata
2025-08-31 12:16:41,Caída,2,6.13283,-75.566431,Comuna 5,2,Observatorio
2025-06-12 11:26:54,Volcamiento,1,6.178539,-75.567961,Comuna 3,0,Observatorio
2026-01-27 04:09:25,Volcamiento,1,6.233366,-75.574345,Comuna 4,0,Observatorio
2025-12-19 05:26:13,Caída,1,6.121255,-75.60002,Centro,0,DatosAbiertos
2025-06-29 20:38:09,Caída,2,6.187539,-75.609929,Belen,3,DatosAbiertos
2026-02-24 08:20:18,Volcamiento,1,6.266846,-75.649669,Comuna 5,0,Medata
2025-07-17 21:35:25,Atropello,1,6.205557,-75.604916,Comuna 3,0,DatosAbiertos
2025-10-02 22:08:29,Atropello,1,6.318596,-75.595087,Laureles,0,Medata
2025-11-04 01:20:12,Choque,1,6.154777,-75.578094,Comuna 2,0,DatosAbiertos
2026-03-30 04:24:18,Atropello,2,6.147837,-75.576872,Belen,2,Medata
2025-08-09 17:20:23,Volcamiento,1,6.197621,-75.632338,Comuna 3,0,DatosAbiertos
2026-04-09 07:14:29,Volcamiento,2,6.125262,-75.551657,Comuna 4,2,Observatorio
2025-06-03 18:11:41,Volcamiento,1,6.158754,-75.635102,El Poblado,0,Observatorio
2025-12-02 06:56:12,Atropello,2,6.329397,-75.588144,El Poblado,1,DatosAbiertos
2026-03-17 08:07:30,Choque,1,6.159647,-75.600711,El Poblado,0,DatosAbiertos
2025-11-30 04:15:05,Choque,1,6.258678,-75.537698,El Poblado,0,Observatorio
2025-11-24 23:29:23,Caída,2,6.122894,-75.53406,Laureles,3,DatosAbiertos
2025-09-10 04:01:32,Choque,1,6.183108,-75.548705,Robledo,0,Medata
2025-12-12 02:11:16,Caída,1,6.328828,-75.555936,Robledo,0,Observatorio
2025-09-19 12:20:13,Atropello,1,6.299202,-75.604536,Robledo,0,DatosAbiertos
2026-01-30 05:05:50,Atropello,3,6.193815,-75.603822,Comuna 3,3,Observatorio
2025-09-03 12:10:56,Volcamiento,3,6.268376,-75.545857,Centro,1,DatosAbiertos
2025-08-31 00:38:50,Choque,1,6.243765,-75.558975,Centro,0,Observatorio
2025-08-27 15:26:19,Volcamiento,3,6.192477,-75.615473,Comuna 3,3,Medata
2025-10-05 07:54:44,Choque,1,6.121621,-75.647069,Robledo,0,Observatorio
2026-02-03 13:40:02,Caída,1,6.28589,-75.555894,El Poblado,0,DatosAbiertos
2026-02-10 10:00:33,Atropello,1,6.346686,-75.613747,Robledo,0,DatosAbiertos
2026-02-15 10:21:18,Atropello,1,6.180867,-75.630766,Comuna 2,0,DatosAbiertos
2025-06-20 14:16:30,Atropello,2,6.310149,-75.644056,Comuna 4,1,DatosAbiertos
2025-06-20 00:50:34,Atropello,1,6.141612,-75.540494,Laureles,0,DatosAbiertos
2025-10-21 02:01:52,Choque,1,6.269713,-75.543415,Comuna 3,0,Observatorio
2026-01-21 04:49:49,Volcamiento,1,6.239405,-75.589321,El Poblado,0,Medata
2025-07-29 21:14:26,Caída,1,6.182565,-75.591184,El Poblado,0,Observatorio
2025-08-17 07:59:30,Atropello,2,6.320329,-75.562871,Laureles,2,Observatorio
2026-03-23 02:13:04,Choque,1,6.209808,-75.5876,Comuna 5,0,Observatorio
2025-06-27 21:11:16,Caída,1,6.281815,-75.531667,Belen,0,DatosAbiertos
2026-04-19 01:28:19,Choque,1,6.244154,-75.530709,Comuna 3,0,DatosAbiertos
2026-03-21 04:23:45,Choque,1,6.132459,-75.629527,Comuna 4,0,Observatorio
2025-10-21 09:06:26,Volcamiento,1,6.22387,-75.55749,Centro,0,Medata
2026-01-17 07:57:01,Atropello,1,6.345632,-75.60578,Laureles,0,Medata
2026-04-07 12:30:54,Caída,1,6.239292,-75.644021,El Poblado,0,Observatorio
2026-04-11 05:09:25,Volcamiento,1,6.166926,-75.600892,Comuna 2,0,DatosAbiertos
2025-11-01 07:15:19,Caída,2,6.244003,-75.594645,Comuna 5,3,DatosAbiertos
2025-10-03 14:59:11,Choque,1,6.305645,-75.600397,Comuna 5,0,Medata
2026-05-04 10:05:35,Volcamiento,3,6.288032,-75.578046,Laureles,1,Medata
2025-08-27 04:45:34,Choque,1,6.340324,-75.639725,Robledo,0,DatosAbiertos
2025-11-29 06:47:54,Atropello,1,6.142013,-75.599294,Comuna 1,0,Medata
2026-02-14 18:50:11,Volcamiento,1,6.263969,-75.547875,Comuna 3,0,Medata
2026-04-07 11:14:30,Volcamiento,1,6.299434,-75.580687,Comuna 2,0,Observatorio
2025-12-08 15:14:11,Caída,2,6.340027,-75.62653,Centro,1,DatosAbiertos
2025-12-18 22:13:14,Volcamiento,1,6.348507,-75.582359,Comuna 2,0,DatosAbiertos
2026-02-16 08:23:12,Atropello,1,6.216788,-75.549194,Centro,0,Observatorio
2026-03-02 23:01:37,Choque,1,6.304737,-75.538233,Comuna 2,0,Observatorio
2026-03-17 23:58:22,Atropello,1,6.210544,-75.64057,Comuna 5,0,DatosAbiertos
2025-07-01 18:00:28,Caída,1,6.12314,-75.533211,Comuna 5,0,Medata
2025-10-03 13:24:41,Choque,2,6.19643,-75.639268,Comuna 4,1,Medata
2026-03-08 21:51:13,Atropello,1,6.147348,-75.542349,Laureles,0,Observatorio
2025-08-23 19:37:28,Caída,1,6.184997,-75.575384,Belen,0,Observatorio
2026-05-17 17:34:49,Choque,1,6.176422,-75.587065,Comuna 2,0,Medata
2026-02-05 08:58:29,Choque,3,6.134568,-75.584247,Robledo,1,Observatorio
2025-11-14 21:26:53,Atropello,2,6.249869,-75.628314,Laureles,3,Medata
2025-12-24 08:21:32,Atropello,1,6.196032,-75.619982,Comuna 2,0,Medata
2025-05-30 08:10:39,Volcamiento,1,6.268691,-75.558284,Robledo,0,Medata
2025-08-30 12:44:06,Atropello,1,6.307348,-75.596481,Laureles,0,DatosAbiertos
2026-02-03 04:59:15,Atropello,1,6.285588,-75.592473,Comuna 1,0,DatosAbiertos
2026-04-10 13:49:21,Volcamiento,1,6.201424,-75.643233,Robledo,0,Observatorio
2025-08-04 11:51:57,Atropello,1,6.327945,-75.578166,Belen,0,Observatorio
2025-07-12 11:44:59,Choque,1,6.195567,-75.586829,Belen,0,DatosAbiertos
2026-01-30 23:54:39,Choque,2,6.292216,-75.563499,Comuna 2,3,DatosAbiertos
2026-02-26 17:48:50,Choque,1,6.197528,-75.593555,Comuna 1,0,Medata
2026-01-10 05:56:23,Caída,1,6.343472,-75.619981,Laureles,0,Medata
2025-07-17 21:29:10,Choque,2,6.25843,-75.615303,Comuna 5,3,Medata
2025-08-04 18:48:34,Volcamiento,1,6.274481,-75.550414,Comuna 4,0,DatosAbiertos
2025-10-24 07:09:24,Choque,1,6.154817,-75.604037,Robledo,0,Medata
2026-02-04 03:52:35,Atropello,1,6.341199,-75.577857,Robledo,0,Medata
2025-09-28 13:21:02,Choque,2,6.346423,-75.598149,Centro,3,DatosAbiertos
2026-02-21 07:03:23,Choque,1,6.130617,-75.649288,Robledo,0,DatosAbiertos
2025-08-13 09:00:19,Volcamiento,1,6.326487,-75.629889,Comuna 2,0,Medata
2026-04-09 21:35:55,Choque,2,6.179037,-75.564194,El Poblado,3,Observatorio
2025-07-11 11:22:48,Caída,1,6.158723,-75.549598,Comuna 4,0,Observatorio
2025-11-06 08:38:07,Volcamiento,1,6.158127,-75.578776,Comuna 3,0,Observatorio
2026-04-15 11:06:05,Choque,1,6.315021,-75.561574,El Poblado,0,Medata
2025-06-17 03:38:34,Caída,1,6.23248,-75.555065,Robledo,0,Medata
2025-06-04 13:20:41,Caída,1,6.284139,-75.635461,Comuna 1,0,Medata
2025-07-02 17:57:55,Caída,1,6.219773,-75.583902,Laureles,0,DatosAbiertos
2025-11-08 13:21:53,Caída,2,6.238745,-75.537017,Laureles,3,DatosAbiertos
2025-08-21 19:06:19,Volcamiento,2,6.340639,-75.555962,Robledo,2,Observatorio
2025-07-23 03:09:40,Caída,2,6.228478,-75.549074,Comuna 4,1,Observatorio
2026-01-05 16:36:36,Caída,1,6.23156,-75.598653,Comuna 3,0,Observatorio
2025-07-11 06:03:37,Caída,1,6.172035,-75.554113,Robledo,0,Medata
2026-02-14 13:39:05,Volcamiento,2,6.179633,-75.627809,Laureles,1,DatosAbiertos
2026-03-30 00:40:25,Atropello,1,6.128209,-75.615501,Comuna 5,0,DatosAbiertos
2025-10-13 22:44:07,Choque,1,6.126422,-75.570964,Belen,0,DatosAbiertos
2025-11-07 08:24:15,Volcamiento,1,6.262161,-75.611029,Comuna 4,0,Observatorio
2025-12-21 07:23:55,Caída,2,6.156495,-75.63631,El Poblado,2,DatosAbiertos
2026-05-19 23:46:35,Atropello,1,6.307394,-75.556637,Comuna 2,0,Observatorio
2025-06-07 23:40:39,Caída,3,6.284229,-75.635581,Comuna 1,2,DatosAbiertos
2025-10-07 01:27:26,Caída,1,6.340077,-75.59583,Belen,0,Observatorio
2025-09-08 16:09:10,Volcamiento,2,6.295015,-75.630947,Comuna 3,2,Medata
2026-03-31 08:41:07,Atropello,2,6.295491,-75.578952,Comuna 4,1,DatosAbiertos
2026-05-20 15:01:18,Caída,1,6.190064,-75.583332,Comuna 4,0,Medata
2025-07-02 22:53:20,Volcamiento,1,6.24679,-75.535481,Centro,0,Medata
2025-12-30 04:22:15,Caída,1,6.138231,-75.544619,Comuna 2,0,Medata
2026-04-05 15:37:00,Atropello,1,6.20353,-75.590771,Comuna 3,0,DatosAbiertos
2025-06-28 03:34:24,Caída,3,6.14918,-75.598046,Comuna 2,2,DatosAbiertos
2026-02-11 13:32:10,Caída,1,6.127459,-75.556295,Belen,0,DatosAbiertos
2026-02-03 12:52:06,Volcamiento,1,6.145476,-75.628698,Laureles,0,Medata
2025-06-06 16:43:36,Caída,2,6.122617,-75.63962,Comuna 4,3,DatosAbiertos
2026-03-06 16:11:33,Choque,1,6.184763,-75.598443,Centro,0,Medata
2026-05-09 18:26:27,Atropello,1,6.310912,-75.633018,Belen,0,Medata
2025-09-02 14:58:15,Atropello,1,6.271059,-75.621,Belen,0,Observatorio
2026-05-16 06:29:32,Caída,1,6.321561,-75.623468,Laureles,0,Medata
2025-08-11 00:22:24,Atropello,1,6.202579,-75.604957,Comuna 5,0,DatosAbiertos
2026-05-13 16:27:04,Caída,1,6.164112,-75.591393,Comuna 3,0,DatosAbiertos
2026-02-07 06:58:32,Caída,1,6.274994,-75.606888,El Poblado,0,Observatorio
2026-03-06 12:10:46,Choque,2,6.140928,-75.530118,Robledo,3,Observatorio
2025-08-21 07:28:46,Caída,1,6.276519,-75.591846,Comuna 1,0,Observatorio
2025-06-14 17:10:16,Atropello,2,6.266168,-75.535067,El Poblado,2,DatosAbiertos
2025-11-03 13:30:42,Volcamiento,2,6.316301,-75.54358,Comuna 3,2,DatosAbiertos
2026-01-16 06:14:33,Caída,1,6.259188,-75.609598,Comuna 1,0,DatosAbiertos
2026-04-16 21:09:58,Choque,1,6.135297,-75.613088,Belen,0,Observatorio
2026-04-07 04:43:15,Volcamiento,2,6.137972,-75.542502,El Poblado,2,Observatorio
2025-07-17 20:34:37,Atropello,1,6.348799,-75.58331,Comuna 5,0,Observatorio
2026-04-08 08:53:32,Volcamiento,1,6.20535,-75.549866,Laureles,0,Medata
2026-01-20 14:44:19,Volcamiento,1,6.27741,-75.628215,Centro,0,DatosAbiertos
2025-10-30 16:53:02,Atropello,2,6.265547,-75.63626,Comuna 5,2,DatosAbiertos
2026-02-08 15:49:26,Atropello,2,6.154136,-75.63823,Centro,3,DatosAbiertos
2025-07-26 04:50:33,Volcamiento,1,6.344949,-75.549536,Robledo,0,Observatorio
2026-04-15 09:42:16,Atropello,1,6.255777,-75.616823,Comuna 2,0,Observatorio
2025-08-16 02:10:40,Atropello,1,6.205666,-75.581247,Belen,0,DatosAbiertos
2026-04-23 08:29:28,Volcamiento,1,6.131998,-75.543727,Comuna 4,0,Observatorio
2025-12-19 14:33:01,Atropello,1,6.187518,-75.615279,El Poblado,0,DatosAbiertos
2026-01-11 14:04:22,Caída,1,6.224423,-75.583467,Comuna 4,0,Medata
2026-05-28 10:14:22,Choque,1,6.275346,-75.54474,Centro,0,DatosAbiertos
2026-05-10 18:15:13,Volcamiento,2,6.30379,-75.555132,Comuna 4,1,Medata
2026-03-26 05:46:59,Choque,1,6.273775,-75.573877,Centro,0,Observatorio
2026-03-25 23:17:42,Choque,1,6.314938,-75.621422,Comuna 2,0,DatosAbiertos
2026-03-02 01:16:23,Choque,1,6.224636,-75.564773,Comuna 1,0,DatosAbiertos
2026-03-26 09:30:13,Choque,1,6.344024,-75.601412,Belen,0,Medata
2026-05-14 09:36:04,Choque,1,6.145195,-75.608648,Comuna 5,0,DatosAbiertos
2025-11-19 16:48:33,Choque,3,6.197364,-75.544453,El Poblado,2,DatosAbiertos
2026-02-21 12:16:11,Volcamiento,1,6.292192,-75.614321,Laureles,0,Observatorio
2026-02-28 23:10:37,Caída,2,6.316673,-75.560704,Laureles,2,Medata
2025-09-23 15:01:17,Volcamiento,1,6.269426,-75.63939,Belen,0,Medata
2026-01-03 17:46:05,Choque,1,6.265397,-75.641562,Comuna 3,0,DatosAbiertos
2025-08-20 23:07:24,Choque,2,6.201983,-75.639895,Laureles,3,Medata
2025-11-08 18:41:20,Choque,1,6.151485,-75.565745,Comuna 2,0,Observatorio
2025-06-12 11:49:28,Atropello,2,6.227653,-75.564117,El Poblado,2,DatosAbiertos
2026-04-22 21:12:27,Atropello,2,6.134964,-75.605794,Robledo,2,DatosAbiertos
2025-10-11 16:29:15,Choque,1,6.216506,-75.608154,Comuna 4,0,Medata
2025-06-14 20:04:19,Atropello,1,6.335268,-75.554503,Belen,0,Medata
2025-07-26 21:48:15,Volcamiento,2,6.273761,-75.568977,Comuna 3,2,DatosAbiertos
2025-10-04 20:54:56,Caída,2,6.120001,-75.563165,Comuna 3,1,Observatorio
2026-01-15 23:05:00,Atropello,1,6.257736,-75.534761,Centro,0,Observatorio
2025-11-12 02:03:26,Choque,1,6.179937,-75.588902,Comuna 4,0,Observatorio
2025-07-14 06:25:52,Choque,3,6.165331,-75.601097,Laureles,3,DatosAbiertos
2026-04-26 16:24:15,Caída,1,6.123595,-75.568705,Comuna 1,0,DatosAbiertos
2026-02-13 13:31:46,Caída,1,6.179181,-75.550357,Robledo,0,Observatorio
2025-12-19 14:06:42,Atropello,1,6.150628,-75.627678,Centro,0,DatosAbiertos
2025-12-17 12:43:43,Volcamiento,1,6.149431,-75.548027,Comuna 3,0,Observatorio
2025-12-23 23:22:29,Caída,1,6.218186,-75.63958,Comuna 2,0,Medata
2025-06-21 20:54:39,Volcamiento,1,6.260098,-75.616911,Belen,0,Medata
2025-08-13 10:50:46,Choque,1,6.309918,-75.623797,Comuna 5,0,Medata
2026-04-28 09:09:19,Choque,1,6.157217,-75.557071,Comuna 2,0,DatosAbiertos
2026-01-27 07:24:59,Atropello,1,6.289986,-75.627174,Comuna 4,0,Observatorio
2025-09-05 01:47:46,Caída,2,6.300036,-75.614849,Comuna 4,2,Observatorio
2025-12-12 16:48:42,Atropello,1,6.310175,-75.638617,Comuna 1,0,DatosAbiertos
2026-01-25 01:56:26,Caída,1,6.308895,-75.649194,Laureles,0,DatosAbiertos
2025-11-19 20:22:06,Atropello,1,6.220279,-75.576936,Comuna 2,0,DatosAbiertos
2025-10-27 22:14:19,Atropello,1,6.315824,-75.607524,Robledo,0,Medata
2025-12-21 15:51:40,Choque,2,6.145294,-75.583093,Belen,3,Medata
2025-09-11 18:24:15,Caída,1,6.182388,-75.575956,Comuna 3,0,DatosAbiertos
2025-06-26 23:36:04,Choque,1,6.167607,-75.550516,El Poblado,0,Observatorio
2026-02-21 05:20:29,Caída,1,6.292757,-75.645749,Comuna 2,0,Medata
2026-03-26 19:56:54,Volcamiento,1,6.156668,-75.542331,Belen,0,DatosAbiertos
2026-03-12 22:15:42,Caída,1,6.207258,-75.645794,Laureles,0,Observatorio
2025-08-10 21:38:31,Choque,1,6.170521,-75.578577,Belen,0,Medata
2026-01-29 15:07:09,Caída,1,6.179916,-75.631951,El Poblado,0,DatosAbiertos
2025-10-01 05:07:16,Volcamiento,1,6.139265,-75.566306,Comuna 3,0,Medata
2025-10-30 11:04:04,Atropello,1,6.128392,-75.56393,Comuna 3,0,Medata
2025-05-31 11:27:39,Choque,3,6.139807,-75.541051,Comuna 5,1,Observatorio
2026-03-31 19:39:29,Caída,1,6.204142,-75.630633,Belen,0,DatosAbiertos
2026-04-10 05:11:36,Caída,1,6.186967,-75.6216,Comuna 2,0,Medata
2025-07-05 17:42:38,Caída,1,6.303824,-75.534992,Centro,0,Observatorio
2025-11-26 15:23:05,Choque,1,6.346043,-75.538423,El Poblado,0,Observatorio
2025-08-31 20:23:37,Atropello,3,6.287057,-75.638622,Comuna 2,2,Medata
2026-03-11 12:55:37,Choque,1,6.213179,-75.624952,Comuna 1,0,Observatorio
2026-01-14 18:31:27,Volcamiento,2,6.234264,-75.551815,Laureles,2,DatosAbiertos
2025-11-16 12:31:12,Volcamiento,1,6.260949,-75.634192,El Poblado,0,Medata
2026-05-22 13:29:53,Atropello,1,6.146588,-75.580034,Belen,0,Medata
2025-11-23 17:40:07,Choque,1,6.206982,-75.551005,Laureles,0,Medata
2025-06-22 15:43:53,Atropello,2,6.139202,-75.532523,Centro,2,DatosAbiertos
2025-10-14 12:31:59,Choque,1,6.323329,-75.603731,Belen,0,DatosAbiertos
2025-08-28 03:16:54,Caída,1,6.345576,-75.646683,Comuna 5,0,DatosAbiertos
2026-05-26 07:12:00,Volcamiento,1,6.167397,-75.541336,Comuna 2,0,Observatorio
2026-04-18 07:42:28,Choque,1,6.322781,-75.57391,Centro,0,DatosAbiertos
2025-07-12 12:42:24,Choque,1,6.327648,-75.568814,Comuna 5,0,DatosAbiertos
2025-09-21 14:18:55,Caída,1,6.177958,-75.604688,Comuna 4,0,DatosAbiertos
2025-11-25 05:27:08,Atropello,1,6.249939,-75.641195,Belen,0,Medata
2025-06-27 15:26:42,Volcamiento,1,6.327423,-75.611045,Centro,0,Observatorio
2025-12-22 15:02:57,Volcamiento,1,6.21038,-75.535703,Comuna 1,0,Medata
2025-11-22 23:51:27,Atropello,1,6.327489,-75.545313,Robledo,0,DatosAbiertos
2025-12-18 01:45:32,Atropello,1,6.237974,-75.622808,Comuna 4,0,DatosAbiertos
2026-04-25 21:50:33,Choque,2,6.28819,-75.620799,Comuna 3,3,Medata
2026-03-23 07:10:33,Choque,2,6.154309,-75.639052,Comuna 4,1,DatosAbiertos
2025-09-25 00:59:34,Choque,1,6.283611,-75.552203,Comuna 5,0,DatosAbiertos
2025-10-02 12:55:17,Volcamiento,1,6.296193,-75.607028,Robledo,0,Medata
2025-09-27 09:34:02,Choque,1,6.246102,-75.55032,Comuna 5,0,Medata
2025-12-11 11:18:58,Choque,1,6.328345,-75.610828,Comuna 5,0,Observatorio
2025-10-18 04:19:46,Caída,2,6.184233,-75.600893,Comuna 5,3,Medata
2026-04-25 03:20:37,Caída,1,6.342527,-75.558737,Laureles,0,Medata
2026-05-07 13:11:59,Caída,1,6.121699,-75.64708,Comuna 2,0,Observatorio
2025-07-24 23:16:28,Choque,1,6.297723,-75.561472,Comuna 4,0,Medata
2025-09-06 15:51:20,Atropello,1,6.23233,-75.563498,Belen,0,Observatorio
2026-05-08 10:07:17,Caída,1,6.183738,-75.602354,Comuna 1,0,Observatorio
2025-07-29 21:01:20,Volcamiento,1,6.250988,-75.579179,Comuna 1,0,DatosAbiertos
2026-04-11 04:20:02,Atropello,1,6.227027,-75.622461,Comuna 3,0,Medata
2025-07-04 13:25:58,Volcamiento,1,6.277493,-75.576649,Comuna 3,0,DatosAbiertos
2025-09-11 01:37:33,Caída,2,6.204054,-75.619509,Comuna 5,3,DatosAbiertos
2025-11-01 08:49:51,Choque,2,6.209407,-75.609609,Laureles,1,Observatorio
2025-12-15 06:00:53,Atropello,3,6.214163,-75.531288,Robledo,3,DatosAbiertos
2026-03-15 01:30:24,Caída,1,6.18749,-75.580089,Belen,0,Observatorio
2026-02-07 17:35:17,Volcamiento,2,6.309197,-75.545355,El Poblado,3,Observatorio
2026-02-01 12:52:01,Volcamiento,1,6.17442,-75.609814,Comuna 4,0,Medata
2025-06-27 11:33:06,Choque,1,6.152743,-75.604969,Centro,0,Medata
2025-06-18 02:11:25,Volcamiento,2,6.34844,-75.649429,Belen,1,Observatorio
2026-04-26 21:11:44,Volcamiento,1,6.31427,-75.536782,Laureles,0,Observatorio
2025-08-16 20:18:58,Volcamiento,1,6.175215,-75.552335,Comuna 3,0,Observatorio
2026-04-19 01:05:43,Caída,1,6.193958,-75.610739,Comuna 5,0,Medata
2025-07-14 22:57:43,Caída,1,6.268416,-75.553434,Comuna 2,0,Medata
2025-12-06 23:01:23,Volcamiento,1,6.191374,-75.640975,Laureles,0,Observatorio
2026-03-30 02:33:22,Volcamiento,1,6.302672,-75.598775,Centro,0,Medata
2025-06-29 00:45:41,Volcamiento,1,6.303496,-75.599536,Comuna 5,0,DatosAbiertos
2026-04-25 05:37:42,Atropello,1,6.262433,-75.553476,Comuna 5,0,Medata
2025-12-09 22:27:51,Volcamiento,1,6.191337,-75.563881,Comuna 5,0,Medata
2025-08-27 03:52:07,Volcamiento,1,6.245923,-75.57532,Comuna 1,0,DatosAbiertos
2025-06-23 09:21:22,Volcamiento,1,6.288012,-75.595378,Comuna 4,0,Medata
2025-10-10 06:59:10,Choque,1,6.3322,-75.55862,Comuna 3,0,Observatorio
2026-02-06 19:30:56,Caída,1,6.26948,-75.583229,Comuna 1,0,Observatorio
2026-05-19 12:46:10,Choque,1,6.203825,-75.624353,Comuna 2,0,Observatorio
2025-09-25 19:17:39,Caída,1,6.331584,-75.647701,Belen,0,DatosAbiertos
2026-03-29 11:07:32,Volcamiento,1,6.16843,-75.542348,Comuna 2,0,Observatorio
2025-11-17 01:35:55,Choque,1,6.288948,-75.604394,Comuna 3,0,Observatorio
2026-05-11 07:09:33,Atropello,3,6.178431,-75.641166,Comuna 2,1,Observatorio
2025-10-15 05:48:27,Atropello,1,6.135415,-75.616485,Belen,0,Observatorio
2026-02-21 06:07:12,Atropello,2,6.22966,-75.642278,Comuna 4,1,Observatorio
2026-01-27 15:00:29,Choque,2,6.202695,-75.620261,Comuna 2,2,Medata
2026-03-13 10:21:32,Caída,2,6.178818,-75.608186,Belen,2,DatosAbiertos
2026-01-19 21:50:10,Volcamiento,1,6.320333,-75.57179,Comuna 2,0,Medata
2026-04-15 20:05:56,Choque,2,6.285442,-75.611369,Robledo,3,Observatorio
2025-12-19 13:38:19,Atropello,1,6.160421,-75.649673,Comuna 4,0,Medata
2026-03-05 06:54:49,Atropello,1,6.329112,-75.618967,Belen,0,Observatorio
2026-03-09 09:18:14,Volcamiento,1,6.314501,-75.623061,Centro,0,Observatorio
2025-10-14 05:30:59,Choque,1,6.285671,-75.59729,Comuna 2,0,DatosAbiertos
2026-02-23 11:37:02,Atropello,1,6.190784,-75.553982,Comuna 5,0,Medata
2025-09-11 14:47:27,Choque,2,6.205461,-75.567515,Comuna 3,3,DatosAbiertos
2025-11-15 20:32:24,Caída,2,6.136946,-75.605545,Comuna 3,3,DatosAbiertos
2026-01-29 00:48:05,Atropello,2,6.265211,-75.554131,Laureles,3,Observatorio
2026-04-11 17:08:17,Caída,1,6.15928,-75.584628,Laureles,0,DatosAbiertos
2025-09-13 13:46:21,Atropello,1,6.12141,-75.597446,Comuna 2,0,Medata
2026-04-30 05:51:33,Atropello,1,6.16233,-75.581201,Comuna 4,0,DatosAbiertos
